query	label	table
i want to stay in a cheap Hostel for Stephanie Martin on 24 September 2050 near Kochi Biennale 	O O O O O O  B-cost_relative B-hotel_type O  B-person_name  I-person_name  O  B-day_number  B-month_name B-year  O  B-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type <NOTABLE>  B-person_name  I-person_name  <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-landmark  I-landmark 
book me a expensive Guest house for Raymond Stewart on 14 February 2027 near Arrah	O O O  B-cost_relative B-hotel_type I-hotel_type O  B-person_name  I-person_name  O  B-day_number  B-month_name B-year  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type I-hotel_type <NOTABLE>  B-person_name  I-person_name  <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE> B-city_name 
book me a expensive Villa for Nicholas Garcia on ten April near Jhansi	O O O  B-cost_relative B-hotel_type O  B-person_name  I-person_name  O  B-day_number  B-month_name  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type <NOTABLE>  B-person_name  I-person_name  <NOTABLE>  B-day_number  B-month_name  <NOTABLE> B-city_name 
book me a expensive villam for Jimmy Hernandez on 18 April near Mainpuri	O O O  B-cost_relative B-hotel_type O  B-person_name  I-person_name  O  B-day_number  B-month_name  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type <NOTABLE>  B-person_name  I-person_name  <NOTABLE>  B-day_number  B-month_name  <NOTABLE> B-city_name 
book me a expensive Luxury tents for Joseph Brown on one June near Supaul	O O O  B-cost_relative B-hotel_type I-hotel_type O  B-person_name  I-person_name  O  B-day_number  B-month_name  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type I-hotel_type <NOTABLE>  B-person_name  I-person_name  <NOTABLE>  B-day_number  B-month_name  <NOTABLE> B-city_name 
book me a expensive Campsite for Howard Shaw on 10 November near Guwahati	O O O  B-cost_relative B-hotel_type O  B-person_name  I-person_name  O  B-day_number  B-month_name  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type <NOTABLE>  B-person_name  I-person_name  <NOTABLE>  B-day_number  B-month_name  <NOTABLE> B-city_name 
book me a expensive Farm stay for David Long on ninteen May near Kalol	O O O  B-cost_relative B-hotel_type I-hotel_type O  B-person_name  I-person_name  O  B-day_number  B-month_name  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type I-hotel_type <NOTABLE>  B-person_name  I-person_name  <NOTABLE>  B-day_number  B-month_name  <NOTABLE> B-city_name 
book me a cheap Luxury tents for Sheri Martin on 23 November 2010 near Mughalsarai	O O O  B-cost_relative B-hotel_type I-hotel_type O  B-person_name  I-person_name  O  B-day_number  B-month_name B-year  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type I-hotel_type <NOTABLE>  B-person_name  I-person_name  <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE> B-city_name 
book me a expensive Love hotel for Carol Dominguez on 25 June 2092 near Surendranagar	O O O  B-cost_relative B-hotel_type I-hotel_type O  B-person_name  I-person_name  O  B-day_number  B-month_name B-year  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type I-hotel_type <NOTABLE>  B-person_name  I-person_name  <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE> B-city_name 
book me a expensive Campsite for Matthew Faulkner on 25 March near Paschim-Champaran	O O O  B-cost_relative B-hotel_type O  B-person_name  I-person_name  O  B-day_number  B-month_name  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type <NOTABLE>  B-person_name  I-person_name  <NOTABLE>  B-day_number  B-month_name  <NOTABLE> B-city_name 
book me a cheap Holiday homes for Traci Dean on twenty three November near Cachar	O O O  B-cost_relative B-hotel_type I-hotel_type O  B-person_name  I-person_name  O  B-day_number  I-day_number  B-month_name  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type I-hotel_type <NOTABLE>  B-person_name  I-person_name  <NOTABLE>  B-day_number  I-day_number  B-month_name  <NOTABLE> B-city_name 
on six September for Austin Byrd near Jag Mandir  find a cheap stay in motel	O  B-day_number  B-month_name  O  B-person_name  I-person_name  O  B-landmark  I-landmark  O O  B-cost_relative O O B-hotel_type	<NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-person_name  I-person_name  <NOTABLE>  B-landmark  I-landmark  <NOTABLE> <NOTABLE>  <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_type
on seven September 2093 for Elizabeth Vincent near Alappuzha Railway Station  find a expensive stay in Holiday homes	O  B-day_number  B-month_name B-year  O  B-person_name  I-person_name  O  B-landmark  I-landmark  I-landmark  O O  B-cost_relative O O B-hotel_type I-hotel_type	<NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-person_name  I-person_name  <NOTABLE>  B-landmark  I-landmark  I-landmark  <NOTABLE> <NOTABLE>  <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_type I-hotel_type
on 31 December 2098 for Tracy Rodgers near Sri Ranganathaswamy Temple  find a expensive stay in Guest house	O  B-day_number  B-month_name B-year  O  B-person_name  I-person_name  O  B-landmark  I-landmark  I-landmark  O O  B-cost_relative O O B-hotel_type I-hotel_type	<NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-person_name  I-person_name  <NOTABLE>  B-landmark  I-landmark  I-landmark  <NOTABLE> <NOTABLE>  <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_type I-hotel_type
on 18 January for Susan Warren near Umaid Bhawan Palace Museum  find a cheap stay in Homestay	O  B-day_number  B-month_name  O  B-person_name  I-person_name  O  B-landmark  I-landmark  I-landmark  I-landmark  O O  B-cost_relative O O B-hotel_type	<NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-person_name  I-person_name  <NOTABLE>  B-landmark  I-landmark  I-landmark  I-landmark  <NOTABLE> <NOTABLE>  <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_type
on 26 November 2032 for Samuel Jackson near Worlds of Wonder  find a expensive stay in Guest house	O  B-day_number  B-month_name B-year  O  B-person_name  I-person_name  O  B-landmark  I-landmark  I-landmark  O O  B-cost_relative O O B-hotel_type I-hotel_type	<NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-person_name  I-person_name  <NOTABLE>  B-landmark  I-landmark  I-landmark  <NOTABLE> <NOTABLE>  <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_type I-hotel_type
on sixteen May for Betty Cox near Port of Pondicherry  find a cheap stay in Farm stay	O  B-day_number  B-month_name  O  B-person_name  I-person_name  O  B-landmark  I-landmark  I-landmark  O O  B-cost_relative O O B-hotel_type I-hotel_type	<NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-person_name  I-person_name  <NOTABLE>  B-landmark  I-landmark  I-landmark  <NOTABLE> <NOTABLE>  <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_type I-hotel_type
on 3 October for Alejandro Bates near Taragarh Fort  find a expensive stay in Country houses	O  B-day_number  B-month_name  O  B-person_name  I-person_name  O  B-landmark  I-landmark  O O  B-cost_relative O O B-hotel_type I-hotel_type	<NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-person_name  I-person_name  <NOTABLE>  B-landmark  I-landmark  <NOTABLE> <NOTABLE>  <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_type I-hotel_type
on three July 2055 for Mark Payne near Daba Gardens  find a cheap stay in Holiday parks	O  B-day_number  B-month_name B-year  O  B-person_name  I-person_name  O  B-landmark  I-landmark  O O  B-cost_relative O O B-hotel_type I-hotel_type	<NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-person_name  I-person_name  <NOTABLE>  B-landmark  I-landmark  <NOTABLE> <NOTABLE>  <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_type I-hotel_type
on 2 August 2097 for Angela Ortiz near Mall of Amritsar  find a expensive stay in Resort	O  B-day_number  B-month_name B-year  O  B-person_name  I-person_name  O  B-landmark  I-landmark  I-landmark  O O  B-cost_relative O O B-hotel_type	<NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-person_name  I-person_name  <NOTABLE>  B-landmark  I-landmark  I-landmark  <NOTABLE> <NOTABLE>  <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_type
on twenty seven December for Jeffery Mills near Ambience Mall  find a cheap stay in Hostel	O  B-day_number  I-day_number  B-month_name  O  B-person_name  I-person_name  O  B-landmark  I-landmark  O O  B-cost_relative O O B-hotel_type	<NOTABLE>  B-day_number  I-day_number  B-month_name  <NOTABLE>  B-person_name  I-person_name  <NOTABLE>  B-landmark  I-landmark  <NOTABLE> <NOTABLE>  <NOTABLE> <NOTABLE> <NOTABLE> B-hotel_type
i am looking for a expensive stay in Rewari on 12 February for Michael Salazar and preferably Economy hotels	O O O O O  B-cost_relative O O B-city_name  O  B-day_number  B-month_name  O  B-person_name  I-person_name  O O B-hotel_type I-hotel_type	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> <NOTABLE> <NOTABLE> B-city_name  <NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-person_name  I-person_name  <NOTABLE> <NOTABLE> B-hotel_type I-hotel_type
i am looking for a expensive stay in Harihar on 31 December for Gregory Fisher and preferably Country houses	O O O O O  B-cost_relative O O B-city_name  O  B-day_number  B-month_name  O  B-person_name  I-person_name  O O B-hotel_type I-hotel_type	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> <NOTABLE> <NOTABLE> B-city_name  <NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-person_name  I-person_name  <NOTABLE> <NOTABLE> B-hotel_type I-hotel_type
i am looking for a cheap stay in Barabanki on sixteen December 2094 for Eric Houston and preferably Campsite	O O O O O  B-cost_relative O O B-city_name  O  B-day_number  B-month_name B-year  O  B-person_name  I-person_name  O O B-hotel_type	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> <NOTABLE> <NOTABLE> B-city_name  <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-person_name  I-person_name  <NOTABLE> <NOTABLE> B-hotel_type
i am looking for a expensive stay in Kanathur on two  July for Mr. Christopher Johnson and preferably Lodge	O O O O O  B-cost_relative O O B-city_name  O  B-day_number  B-month_name  O  B-person_name  I-person_name  I-person_name  O O B-hotel_type	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> <NOTABLE> <NOTABLE> B-city_name  <NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-person_name  I-person_name  I-person_name  <NOTABLE> <NOTABLE> B-hotel_type
i am looking for a cheap stay in Dhanbad on 27 June 2053 for Lisa Friedman and preferably Homestay	O O O O O  B-cost_relative O O B-city_name  O  B-day_number  B-month_name B-year  O  B-person_name  I-person_name  O O B-hotel_type	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> <NOTABLE> <NOTABLE> B-city_name  <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-person_name  I-person_name  <NOTABLE> <NOTABLE> B-hotel_type
i am looking for a cheap stay in Gurgaon on 18 December 2012 for Paige Harrison and preferably Lodge	O O O O O  B-cost_relative O O B-city_name  O  B-day_number  B-month_name B-year  O  B-person_name  I-person_name  O O B-hotel_type	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> <NOTABLE> <NOTABLE> B-city_name  <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-person_name  I-person_name  <NOTABLE> <NOTABLE> B-hotel_type
i am looking for a expensive stay in Gondia on fifteen May 2036 for Donald Ryan and preferably Resort	O O O O O  B-cost_relative O O B-city_name  O  B-day_number  B-month_name B-year  O  B-person_name  I-person_name  O O B-hotel_type	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> <NOTABLE> <NOTABLE> B-city_name  <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-person_name  I-person_name  <NOTABLE> <NOTABLE> B-hotel_type
i am looking for a cheap stay in Bhiwani on fourteen July for Timothy Reid and preferably motel	O O O O O  B-cost_relative O O B-city_name  O  B-day_number  B-month_name  O  B-person_name  I-person_name  O O B-hotel_type	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> <NOTABLE> <NOTABLE> B-city_name  <NOTABLE>  B-day_number  B-month_name  <NOTABLE>  B-person_name  I-person_name  <NOTABLE> <NOTABLE> B-hotel_type
i am looking for a cheap stay in Jamshedpur on 8 April 2093 for Rodney Pittman and preferably inn	O O O O O  B-cost_relative O O B-city_name  O  B-day_number  B-month_name B-year  O  B-person_name  I-person_name  O O B-hotel_type	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> <NOTABLE> <NOTABLE> B-city_name  <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-person_name  I-person_name  <NOTABLE> <NOTABLE> B-hotel_type
i am looking for a cheap stay in Nayagarh on 16 March 2030 for Andrea Manning and preferably Holiday homes	O O O O O  B-cost_relative O O B-city_name  O  B-day_number  B-month_name B-year  O  B-person_name  I-person_name  O O B-hotel_type I-hotel_type	<NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> <NOTABLE> <NOTABLE> B-city_name  <NOTABLE>  B-day_number  B-month_name B-year  <NOTABLE>  B-person_name  I-person_name  <NOTABLE> <NOTABLE> B-hotel_type I-hotel_type
i want a expensive Chalet for Claudia Jones on Bihula near Elante Mall 	O O O  B-cost_relative B-hotel_type O  B-person_name  I-person_name  O  B-depart_event.name  O  B-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type <NOTABLE>  B-person_name  I-person_name  <NOTABLE> B-festival  <NOTABLE>  B-landmark  I-landmark 
i want a cheap lodge for Dr. Kimberly Wright on Boori Boot near UB City 	O O O  B-cost_relative B-hotel_type O  B-person_name  I-person_name  I-person_name  O  B-depart_event.name  I-depart_event.name  O  B-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type <NOTABLE>  B-person_name  I-person_name  I-person_name  <NOTABLE> B-festival I-festival  <NOTABLE>  B-landmark  I-landmark 
i want a cheap Apartment for Matthew Jenkins on Nishagandhi festival near The Celebration Mall 	O O O  B-cost_relative B-hotel_type O  B-person_name  I-person_name  O  B-depart_event.name  I-depart_event.name  O  B-landmark  I-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type <NOTABLE>  B-person_name  I-person_name  <NOTABLE> B-festival I-festival  <NOTABLE>  B-landmark  I-landmark  I-landmark 
i want a cheap resort for Timothy Martin on Nishagandhi festival near Cubbon Park 	O O O  B-cost_relative B-hotel_type O  B-person_name  I-person_name  O  B-depart_event.name  I-depart_event.name  O  B-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type <NOTABLE>  B-person_name  I-person_name  <NOTABLE> B-festival I-festival  <NOTABLE>  B-landmark  I-landmark 
i want a expensive Farm stay for Raymond Perez on Mopin near Anjuna Flea Market 	O O O  B-cost_relative B-hotel_type I-hotel_type O  B-person_name  I-person_name  O  B-depart_event.name  O  B-landmark  I-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type I-hotel_type <NOTABLE>  B-person_name  I-person_name  <NOTABLE> B-festival  <NOTABLE>  B-landmark  I-landmark  I-landmark 
i want a expensive Villa for Kathleen Gallegos on Baishagu festival near Agra Fort 	O O O  B-cost_relative B-hotel_type O  B-person_name  I-person_name  O  B-depart_event.name  I-depart_event.name  O  B-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type <NOTABLE>  B-person_name  I-person_name  <NOTABLE> B-festival I-festival  <NOTABLE>  B-landmark  I-landmark 
i want a cheap Resort for Juan Schultz on Chavang Kut near Sydney Point 	O O O  B-cost_relative B-hotel_type O  B-person_name  I-person_name  O  B-depart_event.name  I-depart_event.name  O  B-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type <NOTABLE>  B-person_name  I-person_name  <NOTABLE> B-festival I-festival  <NOTABLE>  B-landmark  I-landmark 
i want a expensive Motel for Kathy Perez on Bihu near T-Nagar 	O O O  B-cost_relative B-hotel_type O  B-person_name  I-person_name  O  B-depart_event.name  O  B-landmark 	<NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type <NOTABLE>  B-person_name  I-person_name  <NOTABLE> B-festival  <NOTABLE>  B-landmark 
i want a expensive motel for Anna Barnes on sunburn festival near River Cruise 	O O O  B-cost_relative B-hotel_type O  B-person_name  I-person_name  O  B-depart_event.name  I-depart_event.name  O  B-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type <NOTABLE>  B-person_name  I-person_name  <NOTABLE> B-festival I-festival  <NOTABLE>  B-landmark  I-landmark 
i want a cheap Homestay for Emily Smith on Rohin near Kasi Viswanathar Temple 	O O O  B-cost_relative B-hotel_type O  B-person_name  I-person_name  O  B-depart_event.name  O  B-landmark  I-landmark  I-landmark 	<NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type <NOTABLE>  B-person_name  I-person_name  <NOTABLE> B-festival  <NOTABLE>  B-landmark  I-landmark  I-landmark 
i need a cheap Chalet for Bryan King on Ladainha in Pallipat	O O O  B-cost_relative B-hotel_type O  B-person_name  I-person_name  O  B-depart_event.name  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type <NOTABLE>  B-person_name  I-person_name  <NOTABLE> B-festival  <NOTABLE> B-city_name 
i need a expensive motel for Samuel James on Bihula in Lucknow	O O O  B-cost_relative B-hotel_type O  B-person_name  I-person_name  O  B-depart_event.name  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type <NOTABLE>  B-person_name  I-person_name  <NOTABLE> B-festival  <NOTABLE> B-city_name 
i need a cheap Motel for Christopher Campbell on Ahaia festival in Koppal	O O O  B-cost_relative B-hotel_type O  B-person_name  I-person_name  O  B-depart_event.name  I-depart_event.name  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type <NOTABLE>  B-person_name  I-person_name  <NOTABLE> B-festival I-festival  <NOTABLE> B-city_name 
i need a expensive lodging for Michael Hester on Ambubasi festival in Jp-Nagar	O O O  B-cost_relative B-hotel_type O  B-person_name  I-person_name  O  B-depart_event.name  I-depart_event.name  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type <NOTABLE>  B-person_name  I-person_name  <NOTABLE> B-festival I-festival  <NOTABLE> B-city_name 
i need a expensive Lodge for Brett Hood on Bonalu in Nayagarh	O O O  B-cost_relative B-hotel_type O  B-person_name  I-person_name  O  B-depart_event.name  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type <NOTABLE>  B-person_name  I-person_name  <NOTABLE> B-festival  <NOTABLE> B-city_name 
i need a cheap motel for Benjamin Lucero on Gokul Ashtami in Ahmednagar	O O O  B-cost_relative B-hotel_type O  B-person_name  I-person_name  O  B-depart_event.name  I-depart_event.name  O B-city_name 	<NOTABLE> <NOTABLE> <NOTABLE>  <NOTABLE> B-hotel_type <NOTABLE>  B-person_name  I-person_name  <NOTABLE> B-festival I-festival  <NOTABLE> B-city_name 
